,braid,free_part,torsion_part,total_num_FP,total_num_TP
6081,"[3, 1, 2, 2, 2, -3, 2, -2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6082,"[1, -1, 3, -1, -3, -1, -1, 1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6083,"[-1, -1, -3, 3, 2, 3, 1, 2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6084,"[2, 3, 3, -2, 3, -3, -1, 2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6085,"[-3, 3, 2, 1, -2, 2, 3, 1, -3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6086,"[-2, -3, 1, -1, -1, -2, -2, 3, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
6087,"[1, 1, -3, 2, -2, -3, -2, 3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6088,"[1, 3, -2, 2, -1, 3, 3, 2, -1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6089,"[-2, -1, -3, -2, -1, -1, -2, -1, 1]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2
6090,"[1, 3, 1, -2, -2, -3, 3, 2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6091,"[-1, 1, -2, 1, 2, 1, -1, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6092,"[3, -2, -1, 2, -1, -3, 1, -2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6093,"[-2, 2, -1, 1, -1, -1, -3, -2, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6094,"[1, 3, -2, -3, 3, 1, 3, 3, -2]","{(-3, -2): 1, (-1, -1): 1, (1, -1): 1, (1, 0): 2, (3, 0): 2, (3, 1): 2, (5, 1): 1, (5, 2): 2, (7, 2): 2, (7, 3): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1, (13, 5): 1}","{(-1, -1): {2: 1}, (1, 0): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 2}, (7, 3): {2: 2}, (9, 4): {2: 1}, (11, 5): {2: 1}}",20,9
6095,"[2, -3, 3, -2, 2, 2, 3, -1, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6096,"[2, 1, -3, 1, -2, 3, -3, 3, -3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6097,"[-1, 1, 1, -3, 2, 1, -3, -3, -3]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2
6098,"[3, -1, -2, 1, -1, -1, -2, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6099,"[2, 2, -3, -3, -2, 2, -1, 2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6100,"[1, -3, -1, 2, -1, -3, 2, -3, 2]","{(-7, -3): 1, (-5, -2): 2, (-3, -2): 1, (-1, -1): 2, (-1, 0): 4, (1, 0): 4, (1, 1): 2, (3, 2): 1, (5, 2): 2, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 2}, (3, 2): {2: 2}, (5, 3): {2: 1}}",20,6
6101,"[2, 3, -3, -1, -1, 3, 1, -1, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6102,"[-3, 1, -2, 3, -1, -3, 3, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6103,"[1, -3, -1, -1, -1, 2, 3, -3, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6104,"[1, -2, 3, 1, -1, 2, -1, 3, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6105,"[-2, 2, 1, -2, 1, 2, 2, -2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6106,"[1, 3, 1, -2, -1, -2, -1, 2, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6107,"[1, -2, 3, -3, 1, -3, -3, -2, -2]","{(-13, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 3, (-5, -2): 3, (-5, -1): 1, (-3, -1): 1, (-3, 0): 2, (-1, 0): 3, (-1, 1): 1, (3, 2): 1}","{(-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}, (-3, 0): {2: 1}, (1, 2): {2: 1}}",20,6
6108,"[-1, 2, 1, 2, 1, -1, -2, -2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6109,"[-1, 3, -2, 2, 3, -3, -3, 2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6110,"[-1, -1, -3, -2, 1, -3, 3, -1, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6111,"[1, 3, -1, -1, 2, -1, -1, -3, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6112,"[-1, 3, 1, 2, -1, 1, 1, 2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6113,"[-1, 1, 1, -2, 2, -3, -2, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6114,"[-2, 1, -1, 3, -1, -2, 2, -3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6115,"[-3, 2, 3, -3, -1, 3, 3, -1, 2]","{(-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 1, (1, 0): 2, (1, 1): 1, (3, 2): 1, (5, 2): 2, (7, 4): 1, (9, 4): 1}","{(-1, 0): {2: 1}, (3, 2): {2: 1}}",12,2
6116,"[3, -2, -3, 1, -2, 2, 3, 1, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6117,"[2, -2, -2, 2, -1, -3, 2, 3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6118,"[1, 3, -1, 3, -1, 3, 1, -1, -3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6119,"[2, -3, -1, -3, -3, -3, 1, 2, 2]","{(-11, -4): 1, (-9, -4): 2, (-9, -3): 1, (-7, -4): 1, (-7, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, -2): 1, (-3, -1): 2, (-3, 0): 2, (-1, -1): 1, (-1, 0): 4, (1, 0): 2, (1, 1): 1, (1, 2): 1, (3, 1): 1, (3, 2): 1, (5, 3): 1, (7, 3): 1}","{(-7, -2): {2: 1}, (-5, -2): {2: 1}, (-5, -1): {2: 1}, (-3, -1): {2: 1}, (-3, 0): {2: 1}, (-1, 0): {2: 1}, (-1, 1): {2: 1}, (1, 1): {2: 1}, (3, 3): {2: 1}, (5, 3): {2: 1}}",28,10
6120,"[-2, 3, 2, 1, 2, -1, -2, -1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6121,"[-3, -3, -3, 3, -2, -2, -2, -3, 2]","{(-16, -6): 1, (-14, -5): 1, (-12, -5): 1, (-12, -4): 1, (-10, -4): 2, (-10, -3): 2, (-8, -2): 1, (-6, -2): 2, (-4, -1): 1, (-4, 0): 1, (-2, 0): 1}","{(-14, -5): {2: 1}, (-12, -4): {2: 1}, (-8, -2): {2: 2}, (-6, -1): {2: 1}}",14,5
6122,"[-1, -1, -3, -3, 1, -1, -2, -3, 3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
6123,"[3, 2, -3, 3, 3, 1, -1, -1, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6124,"[-2, 3, 3, 3, 2, -1, 1, -2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6125,"[3, -3, -1, -3, 2, 1, 2, -3, 2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
6126,"[2, 3, 3, -3, -2, 3, -2, -1, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6127,"[-2, -1, 2, -1, 2, 1, -3, 1, 3]","{(-5, -2): 1, (-3, -2): 2, (-1, -2): 1, (-1, 0): 2, (1, 0): 3, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 1): 1, (5, 2): 1, (7, 3): 1, (9, 3): 1}","{(1, 1): {2: 1}, (3, 1): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",16,4
6128,"[-2, 3, 1, -1, 3, -3, 3, -2, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6129,"[-3, -3, 1, 1, 2, 1, -1, 3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6130,"[-1, 1, -3, -3, -2, 3, -3, -2, -3]","{(-14, -5): 1, (-10, -4): 1, (-10, -3): 1, (-8, -2): 1, (-6, -2): 2, (-4, 0): 1, (-2, 0): 1}","{(-12, -4): {2: 1}, (-8, -2): {2: 1}}",8,2
6131,"[1, 2, 2, -1, 3, -2, 3, -3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6132,"[1, 2, 3, -1, -3, 3, -3, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6133,"[-1, 2, -3, 3, -2, 1, 2, -1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6134,"[-1, -1, -1, 2, 2, 2, 1, 1, -1]","{(-4, -2): 1, (-2, -2): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (8, 3): 1}","{(2, 1): {2: 1}, (6, 3): {2: 1}}",8,2
6135,"[3, 2, -1, 1, -1, -2, 3, -1, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6136,"[3, -2, 3, 3, 2, 1, 3, 1, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6137,"[-3, 1, -3, 2, 1, -3, 2, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6138,"[1, -1, 1, -1, -1, -3, -2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6139,"[2, -3, -3, 1, 3, -1, -3, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6140,"[2, -2, 1, 1, 3, 1, -2, -3, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6141,"[2, 2, -2, 2, 1, -2, 1, 3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6142,"[3, 2, -2, 1, 2, -3, 3, 1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6143,"[-3, -3, -1, -1, -2, -1, -2, -2, -1]","{(-23, -8): 1, (-21, -8): 1, (-21, -7): 1, (-19, -6): 1, (-17, -6): 2, (-17, -5): 2, (-13, -4): 2, (-13, -3): 1, (-11, -2): 1, (-9, -2): 2, (-7, 0): 1, (-5, 0): 1}","{(-19, -6): {2: 1}, (-15, -4): {2: 2}, (-11, -2): {2: 1}}",16,4
6144,"[2, 1, -3, -1, 1, 1, -3, -1, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6145,"[-2, 1, -3, 3, -2, 2, -2, -3, 3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
6146,"[1, 1, -3, 3, -2, 2, 1, 1, -3]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
6147,"[-3, -2, -3, 1, -1, 1, 1, -1, 1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6148,"[-3, -1, -2, -3, 2, -1, -1, 2, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6149,"[3, -2, -3, -3, 2, -1, -1, 2, 3]","{(-9, -4): 1, (-5, -3): 1, (-5, -2): 3, (-3, -2): 2, (-3, -1): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-7, -3): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",20,6
6150,"[-1, 3, -2, 2, -2, 1, 3, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6151,"[-1, -3, -2, 2, -3, 2, 3, 3, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6152,"[2, 2, -1, -2, -1, 3, 3, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6153,"[2, 2, 3, -2, -1, -3, 2, -3, -3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
6154,"[-3, 2, -2, -1, 1, -2, -3, -3, 3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
6155,"[2, 1, 2, -1, -2, 1, 3, 3, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 2, (7, 2): 3, (9, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 1, (13, 5): 1, (15, 5): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}, (11, 5): {2: 1}, (13, 5): {2: 1}}",16,4
6156,"[-2, -1, -1, 1, 1, -1, 1, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6157,"[-1, 2, 2, 2, 1, 1, -2, 2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6158,"[-2, 1, 2, -2, -3, 3, 3, -3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6159,"[1, 3, 1, -1, 1, 2, -1, -2, -2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
6160,"[-2, -2, 3, -1, 1, 2, 2, 1, 3]","{(-1, 0): 2, (1, 0): 3, (1, 1): 1, (3, 0): 1, (5, 2): 1, (7, 4): 1, (9, 4): 1}","{(3, 2): {2: 1}}",10,1
6161,"[-1, -1, 3, 1, 2, 1, -2, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6162,"[-2, -1, 2, -1, 2, -2, -1, -1, 1]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
6163,"[-2, 2, -1, -3, -2, 2, -3, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6164,"[-3, -1, 1, 1, 3, 1, -3, 2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6165,"[-1, -3, -1, 1, 1, -2, -1, 3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6166,"[1, 3, 2, 1, 1, -3, -3, 1, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6167,"[2, 2, 1, -3, 1, -2, 1, 3, 3]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
6168,"[2, 3, -1, 3, 3, 2, -2, 3, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
6169,"[-1, 2, -2, 2, -2, 3, -3, 1, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6170,"[-1, -1, 1, 1, -1, 1, 1, 3, -1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6171,"[1, -1, -2, -1, -1, -3, 2, 3, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6172,"[3, 2, 2, 1, -2, 1, 3, 2, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
6173,"[3, 3, 2, 3, 1, 3, 2, -2, -1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
6174,"[1, 2, -3, -1, -2, -1, 2, -2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6175,"[1, 1, -1, 3, -2, -1, -1, 2, 2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
6176,"[-2, -3, 3, -3, 1, 3, 1, 3, 2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6177,"[-3, -1, -1, -3, -2, 3, -3, -1, -1]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -2): 1, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",12,2
6178,"[3, -3, -1, 2, -2, 1, 2, 1, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6179,"[-3, 2, 2, -1, 1, -1, -1, -3, -1]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 2, (-7, -2): 1, (-5, -2): 3, (-5, -1): 1, (-3, 0): 2, (-1, 0): 3, (1, 2): 1, (3, 2): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 2}, (-3, 0): {2: 1}}",16,4
6180,"[-2, 2, -3, -2, 3, -3, 1, -3, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6181,"[2, 3, 2, -2, -1, 3, -1, 2, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6182,"[-2, -3, 1, 2, 2, 1, 2, 2, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
6183,"[1, 2, -3, -2, 1, 2, 2, 2, -3]","{(-3, -2): 1, (-1, -1): 1, (1, -1): 1, (1, 0): 2, (3, 0): 2, (3, 1): 2, (5, 1): 1, (5, 2): 2, (7, 2): 2, (7, 3): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1, (13, 5): 1}","{(-1, -1): {2: 1}, (1, 0): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 2}, (7, 3): {2: 2}, (9, 4): {2: 1}, (11, 5): {2: 1}}",20,9
6184,"[-2, -1, -1, 3, 3, -1, 3, -2, 1]","{(-11, -5): 1, (-7, -4): 1, (-7, -3): 2, (-5, -2): 2, (-3, -2): 2, (-3, -1): 1, (-1, -1): 2, (-1, 0): 3, (1, 0): 2, (1, 1): 1, (3, 1): 2, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-9, -4): {2: 1}, (-5, -2): {2: 2}, (-3, -1): {2: 2}, (-1, 0): {2: 1}, (1, 1): {2: 2}, (3, 2): {2: 1}, (5, 3): {2: 1}}",22,10
6185,"[3, -1, -2, -3, -2, 3, 2, 1, 3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
6186,"[2, -3, -2, 3, -1, -2, -2, 1, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6187,"[-2, -2, -2, 2, -1, -2, -2, -2, -1]","{(-16, -5): 1, (-12, -4): 2, (-12, -3): 1, (-10, -4): 1, (-8, -2): 1, (-6, 0): 1, (-4, 0): 1}","{(-14, -4): {2: 1}, (-10, -2): {2: 1}}",8,2
6188,"[2, -1, 2, 2, 1, 2, -1, 1, -1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6189,"[2, -3, 3, 3, -3, -3, -2, -1, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
6190,"[-1, -3, 3, -3, -2, 2, 1, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6191,"[1, -2, 1, -1, 1, 1, 2, 3, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6192,"[-1, -3, 2, 3, 1, 2, 3, -1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6193,"[-3, 3, 1, -1, 2, 1, 3, 3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
6194,"[1, -3, -3, -3, -2, 3, 2, -1, -3]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
6195,"[3, 2, 2, 2, -3, -3, 3, -1, -1]","{(-5, -2): 1, (-3, -2): 2, (-1, -2): 1, (-1, 0): 2, (1, 0): 3, (3, 0): 1, (3, 1): 1, (3, 2): 1, (5, 1): 1, (5, 2): 1, (7, 3): 1, (9, 3): 1}","{(1, 1): {2: 1}, (3, 1): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}}",16,4
6196,"[-1, -1, 2, 3, -3, -1, -3, -2, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
6197,"[1, -1, 3, -3, 3, -3, -3, -2, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
6198,"[2, -1, -3, 1, -2, 3, 1, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6199,"[2, -3, -1, 2, 1, -3, -1, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6200,"[-1, 3, 2, -3, 1, 2, -2, 3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6201,"[-3, -2, 3, -2, 3, 2, 2, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6202,"[3, 1, -1, 1, -1, -2, 3, -1, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6203,"[3, -3, 3, 1, 1, 2, 3, -1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6204,"[-1, -2, 2, 2, 3, -2, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
6205,"[3, 2, -1, 1, 1, 3, 1, 3, -3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
6206,"[3, -3, -3, 2, -2, 3, 2, 1, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
6207,"[-2, -3, 1, 2, -3, 3, 2, -1, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
6208,"[-2, 2, 3, 2, -1, -1, -1, -2, -3]","{(-11, -3): 1, (-9, -3): 2, (-7, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, 0): 1, (-3, -2): 1, (-3, 0): 3, (-1, 0): 3, (1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 2}, (-5, -2): {2: 1}}",16,4
6209,"[3, -3, 2, 2, -1, 2, -1, -2, 2]","{(-4, -2): 1, (0, -1): 1, (0, 0): 2, (2, 0): 2, (2, 1): 1, (4, 2): 1, (6, 2): 1, (8, 3): 1}","{(-2, -1): {2: 1}, (4, 2): {2: 1}, (6, 3): {2: 1}}",10,3
6210,"[-1, 3, 3, 1, -3, 3, -1, -1, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
6211,"[-1, 3, -3, 3, -3, 1, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
